transaction_id,date,company,customer_id,volume_kg,price_per_kg,cost_per_kg,product,region
3371,2024-07-13,Milkand,1933,1113,1.24,0.81,Dairy,East
3372,2024-06-04,Milkand,1504,1210,1.25,0.78,Dairy,West
3373,2024-06-20,Milkand,1848,2548,1.18,0.78,Dairy,North
3374,2024-11-30,Milkand,1962,561,1.46,0.76,Dairy,South
3375,2024-02-10,Milkand,1801,2236,1.27,0.75,Dairy,West
3376,2024-03-03,Milkand,1075,2970,1.35,0.69,Dairy,West
3377,2024-01-23,Milkand,1471,2153,1.35,0.69,Dairy,West
3378,2024-12-25,Milkand,1581,1044,1.41,0.71,Dairy,East
3379,2024-03-15,Milkand,1745,183,1.18,0.65,Dairy,South
3380,2024-02-17,Milkand,1522,1539,1.21,0.69,Dairy,East
3381,2024-06-08,Milkand,1879,2768,1.1,0.75,Dairy,North
3382,2024-11-08,Milkand,1282,1235,1.12,0.64,Dairy,North
3383,2024-04-27,Milkand,1815,2319,1.17,0.7,Dairy,East
3384,2024-04-09,Milkand,1535,798,1.24,0.74,Dairy,East
3385,2024-06-15,Milkand,1273,1920,1.24,0.71,Dairy,South
3386,2024-10-16,Milkand,1538,2420,1.5,0.73,Dairy,East
3387,2024-06-04,Milkand,1053,629,1.29,0.76,Dairy,East
3388,2024-01-07,Milkand,1054,418,1.33,0.8,Dairy,North
3389,2024-07-14,Milkand,1887,1198,1.26,0.71,Dairy,West
3390,2024-02-25,Milkand,1744,2576,1.14,0.73,Dairy,East
3391,2024-11-16,Milkand,1276,2994,1.27,0.64,Dairy,West
3392,2024-07-11,Milkand,1442,348,1.12,0.78,Dairy,South
3393,2024-02-16,Milkand,1882,486,1.24,0.71,Dairy,North
3394,2024-05-27,Milkand,1417,2057,1.3,0.77,Dairy,West
3395,2024-10-01,Milkand,1631,1990,1.2,0.73,Dairy,East
3396,2024-06-05,Milkand,1224,462,1.27,0.86,Dairy,North
3397,2024-07-20,Milkand,1569,2215,1.2,0.84,Dairy,East
3398,2024-05-05,Milkand,1254,2585,1.16,0.78,Dairy,West
3399,2024-10-31,Milkand,1175,1655,1.29,0.77,Dairy,North
3400,2024-10-20,Milkand,1565,1906,1.33,0.76,Dairy,South
3401,2024-03-04,Milkand,1145,395,1.33,0.73,Dairy,East
3402,2024-11-20,Milkand,1770,2794,1.23,0.71,Dairy,West
3403,2024-06-24,Milkand,1663,2091,1.08,0.7,Dairy,East
3404,2024-04-25,Milkand,1384,2180,1.26,0.72,Dairy,East
3405,2024-07-22,Milkand,1261,1497,1.35,0.77,Dairy,South
3406,2024-11-16,Milkand,1530,131,1.14,0.74,Dairy,North
3407,2024-01-31,Milkand,1853,654,1.39,0.65,Dairy,West
3408,2024-04-22,Milkand,1370,404,1.09,0.88,Dairy,West
3409,2024-12-30,Milkand,1682,892,1.28,0.74,Dairy,West
3410,2024-11-20,Milkand,1890,1231,1.32,0.86,Dairy,South
3411,2024-12-09,Milkand,1903,195,1.37,0.73,Dairy,South
3412,2024-03-07,Milkand,1196,1189,1.29,0.74,Dairy,West
3413,2024-03-15,Milkand,1947,2668,1.22,0.8,Dairy,West
3414,2024-02-14,Milkand,1584,329,1.26,0.74,Dairy,East
3415,2024-09-16,Milkand,1814,2880,1.2,0.77,Dairy,East
3416,2024-06-02,Milkand,1596,457,1.09,0.73,Dairy,East
3417,2024-06-03,Milkand,1283,501,1.23,0.73,Dairy,North
3418,2024-12-28,Milkand,1301,889,1.29,0.83,Dairy,East
3419,2024-08-21,Milkand,1131,198,1.33,0.69,Dairy,North
3420,2024-02-20,Milkand,1119,370,1.21,0.72,Dairy,North
3421,2024-11-01,Milkand,1727,1898,1.37,0.84,Dairy,East
3422,2024-09-18,Milkand,1135,461,1.24,0.73,Dairy,West
3423,2024-11-10,Milkand,1627,1287,1.29,0.68,Dairy,East
3424,2024-05-04,Milkand,1572,2675,1.31,0.78,Dairy,South
3425,2024-09-01,Milkand,1528,639,1.25,0.75,Dairy,East
3426,2024-01-30,Milkand,1033,1965,1.24,0.77,Dairy,South
3427,2024-05-01,Milkand,1531,2742,1.37,0.75,Dairy,East
3428,2024-05-04,Milkand,1207,932,1.11,0.69,Dairy,West
3429,2024-02-06,Milkand,1969,2544,1.25,0.76,Dairy,North
3430,2024-06-18,Milkand,1673,1159,1.1,0.81,Dairy,North
3431,2024-05-03,Milkand,1298,2642,1.11,0.72,Dairy,East
3432,2024-12-22,Milkand,1521,413,1.25,0.71,Dairy,South
3433,2024-02-04,Milkand,1093,2637,1.21,0.74,Dairy,East
3434,2024-03-27,Milkand,1413,1399,1.42,0.74,Dairy,East
3435,2024-05-13,Milkand,1370,332,1.23,0.73,Dairy,East
3436,2024-07-14,Milkand,1408,1739,1.34,0.81,Dairy,West
3437,2024-09-30,Milkand,1382,1129,1.25,0.76,Dairy,South
3438,2024-07-19,Milkand,1440,2811,1.15,0.83,Dairy,East
3439,2024-10-11,Milkand,1877,343,1.11,0.76,Dairy,South
3440,2024-03-17,Milkand,1446,2388,1.14,0.77,Dairy,East
3441,2024-02-28,Milkand,1618,2705,1.28,0.86,Dairy,North
3442,2024-05-05,Milkand,1616,2222,1.38,0.77,Dairy,West
3443,2024-04-18,Milkand,1070,2430,1.18,0.74,Dairy,South
3444,2024-08-11,Milkand,1942,1658,1.32,0.7,Dairy,South
3445,2024-10-04,Milkand,1083,186,1.24,0.71,Dairy,North
3446,2024-03-08,Milkand,1208,980,1.16,0.73,Dairy,East
3447,2024-03-09,Milkand,1258,1272,1.28,0.74,Dairy,South
3448,2024-06-13,Milkand,1238,259,1.38,0.65,Dairy,North
3449,2024-10-31,Milkand,1301,2593,1.24,0.75,Dairy,West
3450,2024-06-10,Milkand,1231,2229,1.32,0.61,Dairy,North
3451,2024-12-30,Milkand,1931,2329,1.27,0.81,Dairy,North
3452,2024-12-07,Milkand,1281,1649,1.27,0.66,Dairy,South
3453,2024-11-04,Milkand,1393,577,1.19,0.76,Dairy,South
3454,2024-12-08,Milkand,1417,2330,1.29,0.76,Dairy,South
3455,2024-02-11,Milkand,1205,1679,1.13,0.82,Dairy,East
3456,2024-12-19,Milkand,1263,2321,1.28,0.76,Dairy,East
3457,2024-04-18,Milkand,1310,2161,1.36,0.75,Dairy,South
3458,2024-02-20,Milkand,1858,2060,1.39,0.77,Dairy,West
3459,2024-09-06,Milkand,1905,2220,1.17,0.72,Dairy,South
3460,2024-12-06,Milkand,1696,2661,1.29,0.72,Dairy,West
3461,2024-01-21,Milkand,1625,1845,1.19,0.76,Dairy,West
3462,2024-10-26,Milkand,1078,701,1.26,0.74,Dairy,North
3463,2024-05-18,Milkand,1868,2490,1.4,0.78,Dairy,South
3464,2024-12-24,Milkand,1341,1519,1.32,0.71,Dairy,East
3465,2024-11-19,Milkand,1812,2018,1.2,0.8,Dairy,South
3466,2024-04-01,Milkand,1561,432,1.19,0.77,Dairy,North
3467,2024-10-06,Milkand,1831,454,1.25,0.75,Dairy,East
3468,2024-05-04,Milkand,1094,946,1.26,0.67,Dairy,East
3469,2024-04-20,Milkand,1769,262,1.26,0.79,Dairy,South
3470,2024-12-19,Milkand,1940,215,1.13,0.85,Dairy,West
3471,2024-05-18,Milkand,1350,1202,1.41,0.73,Dairy,East
3472,2024-09-29,Milkand,1061,1570,1.42,0.79,Dairy,West
3473,2024-04-08,Milkand,1141,2006,1.29,0.74,Dairy,East
3474,2024-09-08,Milkand,1841,1146,1.18,0.7,Dairy,West
3475,2024-12-03,Milkand,1733,2938,1.2,0.71,Dairy,North
3476,2024-04-13,Milkand,1867,642,1.17,0.74,Dairy,West
3477,2024-08-01,Milkand,1110,513,1.17,0.77,Dairy,South
3478,2024-09-05,Milkand,1615,781,1.2,0.68,Dairy,East
3479,2024-05-31,Milkand,1526,741,1.28,0.71,Dairy,East
3480,2024-09-06,Milkand,1781,1532,1.26,0.75,Dairy,North
3481,2024-10-01,Milkand,1670,768,1.37,0.69,Dairy,South
3482,2024-06-13,Milkand,1156,2169,1.13,0.77,Dairy,East
3483,2024-12-06,Milkand,1538,1068,1.18,0.84,Dairy,West
3484,2024-01-08,Milkand,1596,1804,1.09,0.74,Dairy,North
3485,2024-10-10,Milkand,1008,1280,1.26,0.79,Dairy,South
3486,2024-01-05,Milkand,1275,2477,1.38,0.69,Dairy,South
3487,2024-05-24,Milkand,1226,1145,1.21,0.72,Dairy,East
3488,2024-04-10,Milkand,1185,1595,1.36,0.8,Dairy,West
3489,2024-06-12,Milkand,1590,1387,1.31,0.68,Dairy,South
3490,2024-05-26,Milkand,1215,1898,1.32,0.71,Dairy,North
3491,2024-03-04,Milkand,1432,823,1.3,0.81,Dairy,East
3492,2024-03-31,Milkand,1568,1259,1.39,0.72,Dairy,North
3493,2024-04-26,Milkand,1655,351,1.23,0.65,Dairy,South
3494,2024-12-19,Milkand,1355,304,1.3,0.72,Dairy,East
3495,2024-09-23,Milkand,1842,1979,1.4,0.84,Dairy,East
3496,2024-11-05,Milkand,1391,2979,1.17,0.82,Dairy,West
3497,2024-06-21,Milkand,1578,890,1.23,0.75,Dairy,West
3498,2024-02-16,Milkand,1274,1184,1.3,0.74,Dairy,South
3499,2024-05-19,Milkand,1493,564,1.18,0.87,Dairy,South
3500,2024-09-02,Milkand,1616,1941,1.18,0.7,Dairy,West
3501,2024-05-28,Milkand,1450,1425,1.41,0.72,Dairy,South
3502,2024-09-02,Milkand,1419,1595,1.19,0.8,Dairy,North
3503,2024-01-05,Milkand,1984,493,1.22,0.71,Dairy,East
3504,2024-07-02,Milkand,1699,1730,1.27,0.77,Dairy,North
3505,2024-01-20,Milkand,1163,2128,1.28,0.69,Dairy,East
3506,2024-02-15,Milkand,1778,2807,1.21,0.82,Dairy,West
3507,2024-01-12,Milkand,1562,1011,1.23,0.73,Dairy,North
3508,2024-03-10,Milkand,1637,1382,1.17,0.72,Dairy,South
3509,2024-01-17,Milkand,1591,2677,1.21,0.71,Dairy,South
3510,2024-05-26,Milkand,1182,1310,1.31,0.69,Dairy,West
3511,2024-06-02,Milkand,1309,1335,1.32,0.73,Dairy,East
3512,2024-10-30,Milkand,1016,1158,1.33,0.63,Dairy,North
3513,2024-04-17,Milkand,1445,1270,1.25,0.7,Dairy,North
3514,2024-08-23,Milkand,1169,1372,1.23,0.75,Dairy,North
3515,2024-11-03,Milkand,1279,156,1.15,0.75,Dairy,North
3516,2024-12-17,Milkand,1912,1992,1.22,0.75,Dairy,South
3517,2024-03-10,Milkand,1815,2669,1.26,0.71,Dairy,South
3518,2024-07-01,Milkand,1339,1848,1.34,0.83,Dairy,North
3519,2024-09-06,Milkand,1725,460,1.1,0.79,Dairy,East
3520,2024-08-15,Milkand,1709,2381,1.22,0.74,Dairy,North
3521,2024-04-11,Milkand,1518,2048,1.07,0.74,Dairy,West
3522,2024-03-15,Milkand,1909,322,1.12,0.73,Dairy,East
3523,2024-08-03,Milkand,1010,1739,1.36,0.72,Dairy,North
3524,2024-07-21,Milkand,1523,426,1.15,0.74,Dairy,South
3525,2024-07-10,Milkand,1621,1221,1.26,0.8,Dairy,West
3526,2024-09-05,Milkand,1132,1349,1.33,0.73,Dairy,North
3527,2024-08-29,Milkand,1900,1857,1.21,0.81,Dairy,North
3528,2024-06-27,Milkand,1639,935,1.15,0.72,Dairy,North
3529,2024-08-06,Milkand,1147,2636,1.26,0.82,Dairy,East
3530,2024-03-22,Milkand,1565,2625,1.37,0.74,Dairy,East
3531,2024-04-01,Milkand,1822,1084,1.33,0.78,Dairy,North
3532,2024-06-23,Milkand,1953,1457,1.23,0.86,Dairy,South
3533,2024-08-26,Milkand,1078,891,1.21,0.87,Dairy,North
3534,2024-09-16,Milkand,1345,1986,1.34,0.68,Dairy,South
3535,2024-12-30,Milkand,1608,2659,1.13,0.8,Dairy,North
3536,2024-06-11,Milkand,1248,481,1.32,0.7,Dairy,North
3537,2024-02-17,Milkand,1638,1546,1.21,0.77,Dairy,West
3538,2024-11-24,Milkand,1541,1471,1.13,0.77,Dairy,West
3539,2024-11-23,Milkand,1023,1974,1.11,0.79,Dairy,East
3540,2024-04-25,Milkand,1470,2599,1.38,0.69,Dairy,East
3541,2024-12-02,Milkand,1200,2108,1.23,0.69,Dairy,North
3542,2024-12-02,Milkand,1130,1242,1.18,0.71,Dairy,South
3543,2024-08-12,Milkand,1633,313,1.25,0.78,Dairy,South
3544,2024-12-17,Milkand,1355,664,1.2,0.76,Dairy,East
3545,2024-11-23,Milkand,1943,831,1.21,0.77,Dairy,West
3546,2024-05-26,Milkand,1838,538,1.21,0.69,Dairy,West
3547,2024-03-03,Milkand,1149,2902,1.25,0.76,Dairy,North
3548,2024-10-20,Milkand,1525,1688,1.31,0.72,Dairy,South
3549,2024-11-18,Milkand,1303,728,1.13,0.72,Dairy,North
3550,2024-11-20,Milkand,1540,1002,1.36,0.74,Dairy,East
3551,2024-01-13,Milkand,1049,1570,1.17,0.67,Dairy,East
3552,2024-07-07,Milkand,1463,494,1.27,0.78,Dairy,West
3553,2024-10-13,Milkand,1239,346,1.25,0.68,Dairy,East
3554,2024-07-26,Milkand,1481,2395,1.19,0.73,Dairy,West
3555,2024-04-23,Milkand,1905,1736,1.34,0.79,Dairy,South
3556,2024-01-22,Milkand,1454,2746,1.19,0.67,Dairy,East
3557,2024-12-14,Milkand,1984,1572,1.36,0.68,Dairy,North
3558,2024-08-01,Milkand,1282,2231,1.3,0.8,Dairy,North
3559,2024-06-19,Milkand,1334,2920,1.19,0.7,Dairy,South
3560,2024-11-18,Milkand,1351,1344,1.15,0.8,Dairy,West
3561,2024-02-23,Milkand,1667,2198,1.34,0.77,Dairy,West
3562,2024-10-24,Milkand,1648,2697,1.16,0.68,Dairy,East
3563,2024-11-15,Milkand,1326,2918,1.24,0.76,Dairy,North
3564,2024-05-05,Milkand,1335,1080,1.31,0.77,Dairy,East
3565,2024-10-03,Milkand,1665,1310,1.29,0.68,Dairy,North
3566,2024-07-22,Milkand,1994,1648,1.23,0.75,Dairy,South
3567,2024-07-12,Milkand,1080,2612,1.19,0.79,Dairy,South
3568,2024-06-17,Milkand,1086,518,1.31,0.75,Dairy,West
3569,2024-05-31,Milkand,1775,2234,1.1,0.76,Dairy,East
3570,2024-02-04,Milkand,1257,358,1.27,0.74,Dairy,North
3571,2024-07-02,Milkand,1990,2458,1.15,0.8,Dairy,West
3572,2024-10-12,Milkand,1184,2320,1.18,0.75,Dairy,South
3573,2024-02-26,Milkand,1691,1619,1.28,0.72,Dairy,West
3574,2024-08-09,Milkand,1697,1368,1.19,0.74,Dairy,West
3575,2024-10-29,Milkand,1122,1039,1.34,0.67,Dairy,West
3576,2024-06-11,Milkand,1888,2652,1.31,0.6,Dairy,South
3577,2024-01-19,Milkand,1095,2476,1.19,0.71,Dairy,West
3578,2024-09-20,Milkand,1604,295,1.23,0.83,Dairy,South
3579,2024-10-08,Milkand,1514,161,1.16,0.8,Dairy,West
3580,2024-04-22,Milkand,1903,661,1.29,0.67,Dairy,South
3581,2024-11-22,Milkand,1442,2991,1.38,0.7,Dairy,East
3582,2024-01-30,Milkand,1513,139,1.15,0.72,Dairy,West
3583,2024-05-14,Milkand,1990,1867,1.27,0.74,Dairy,North
3584,2024-03-07,Milkand,1957,2875,1.28,0.7,Dairy,East
3585,2024-03-05,Milkand,1370,2137,1.15,0.72,Dairy,West
3586,2024-10-18,Milkand,1304,2604,1.17,0.8,Dairy,West
3587,2024-01-25,Milkand,1356,1975,1.11,0.7,Dairy,North
3588,2024-02-06,Milkand,1147,887,1.29,0.78,Dairy,North
3589,2024-01-01,Milkand,1284,1976,1.22,0.79,Dairy,South
3590,2024-02-06,Milkand,1656,101,1.19,0.87,Dairy,West
3591,2024-05-20,Milkand,1841,1592,1.42,0.72,Dairy,West
3592,2024-08-19,Milkand,1872,1229,1.11,0.69,Dairy,East
3593,2024-05-15,Milkand,1917,2363,1.35,0.66,Dairy,East
3594,2024-07-06,Milkand,1261,876,1.08,0.78,Dairy,North
3595,2024-05-07,Milkand,1573,2826,1.21,0.77,Dairy,South
3596,2024-07-19,Milkand,1490,1882,1.11,0.74,Dairy,East
3597,2024-05-06,Milkand,1737,513,1.18,0.77,Dairy,East
3598,2024-09-13,Milkand,1030,309,1.21,0.75,Dairy,North
3599,2024-06-12,Milkand,1701,2063,1.19,0.73,Dairy,East
3600,2024-02-04,Milkand,1886,2190,1.27,0.73,Dairy,West
3601,2024-07-12,Milkand,1267,2285,1.32,0.75,Dairy,West
3602,2024-07-09,Milkand,1011,1744,1.24,0.87,Dairy,East
3603,2024-04-13,Milkand,1190,1683,1.28,0.8,Dairy,North
3604,2024-01-23,Milkand,1399,2785,1.37,0.69,Dairy,West
3605,2024-09-21,Milkand,1536,2616,1.19,0.77,Dairy,East
3606,2024-10-16,Milkand,1917,825,1.32,0.75,Dairy,East
3607,2024-09-16,Milkand,1090,1512,1.45,0.84,Dairy,West
3608,2024-12-23,Milkand,1599,1321,1.4,0.81,Dairy,East
3609,2024-03-15,Milkand,1843,2349,1.38,0.74,Dairy,South
3610,2024-12-20,Milkand,1500,2339,1.31,0.75,Dairy,North
3611,2024-03-12,Milkand,1785,206,1.34,0.69,Dairy,East
3612,2024-09-15,Milkand,1300,426,1.21,0.78,Dairy,North
3613,2024-07-06,Milkand,1110,2897,1.24,0.81,Dairy,North
3614,2024-06-21,Milkand,1079,743,1.23,0.76,Dairy,North
3615,2024-10-16,Milkand,1835,456,1.2,0.76,Dairy,South
3616,2024-02-14,Milkand,1651,2742,1.26,0.73,Dairy,East
3617,2024-03-01,Milkand,1432,2648,1.21,0.79,Dairy,South
3618,2024-03-23,Milkand,1416,1407,1.25,0.68,Dairy,East
3619,2024-05-02,Milkand,1213,2615,1.14,0.69,Dairy,East
3620,2024-12-23,Milkand,1446,607,1.21,0.8,Dairy,East
3621,2024-01-16,Milkand,1017,2253,1.36,0.68,Dairy,East
3622,2024-03-06,Milkand,1053,1189,1.27,0.72,Dairy,East
3623,2024-05-24,Milkand,1879,294,1.36,0.74,Dairy,West
3624,2024-06-10,Milkand,1608,1311,1.2,0.77,Dairy,East
3625,2024-08-21,Milkand,1794,146,1.23,0.76,Dairy,East
3626,2024-05-23,Milkand,1745,1485,1.27,0.6,Dairy,South
3627,2024-12-23,Milkand,1978,2684,1.23,0.78,Dairy,South
3628,2024-07-06,Milkand,1239,1701,1.14,0.74,Dairy,South
3629,2024-11-17,Milkand,1845,1610,1.3,0.8,Dairy,South
3630,2024-01-13,Milkand,1920,946,1.17,0.7,Dairy,South
3631,2024-07-02,Milkand,1417,1702,1.25,0.83,Dairy,East
3632,2024-04-20,Milkand,1855,808,1.08,0.69,Dairy,East
3633,2024-10-16,Milkand,1485,907,1.2,0.73,Dairy,West
3634,2024-10-21,Milkand,1443,2759,1.24,0.81,Dairy,East
3635,2024-08-02,Milkand,1565,214,1.29,0.86,Dairy,West
3636,2024-04-29,Milkand,1598,2827,1.15,0.69,Dairy,East
3637,2024-02-24,Milkand,1772,730,1.18,0.87,Dairy,South
3638,2024-01-27,Milkand,1747,2366,1.39,0.63,Dairy,East
3639,2024-04-27,Milkand,1122,296,1.41,0.79,Dairy,East
3640,2024-08-08,Milkand,1419,500,1.29,0.84,Dairy,East
3641,2024-08-18,Milkand,1565,2896,1.35,0.7,Dairy,West
3642,2024-02-22,Milkand,1215,2828,1.22,0.81,Dairy,West
3643,2024-10-21,Milkand,1419,2139,1.3,0.72,Dairy,South
3644,2024-11-16,Milkand,1708,175,1.3,0.71,Dairy,North
3645,2024-08-20,Milkand,1550,1549,1.17,0.68,Dairy,East
3646,2024-06-06,Milkand,1965,386,1.27,0.75,Dairy,North
3647,2024-09-25,Milkand,1876,1668,1.23,0.76,Dairy,West
3648,2024-01-21,Milkand,1227,1422,1.28,0.69,Dairy,West
3649,2024-02-22,Milkand,1236,960,1.21,0.82,Dairy,East
3650,2024-10-01,Milkand,1643,841,1.13,0.72,Dairy,West
3651,2024-11-08,Milkand,1329,1830,1.25,0.75,Dairy,West
3652,2024-10-07,Milkand,1832,2441,1.32,0.76,Dairy,West
3653,2024-08-01,Milkand,1468,908,1.32,0.9,Dairy,East
3654,2024-01-31,Milkand,1679,2059,1.11,0.81,Dairy,South
3655,2024-12-02,Milkand,1486,513,1.26,0.79,Dairy,North
3656,2024-07-01,Milkand,1548,530,1.31,0.73,Dairy,North
3657,2024-01-23,Milkand,1578,1913,1.26,0.77,Dairy,West
3658,2024-02-01,Milkand,1622,1353,1.32,0.77,Dairy,North
3659,2024-03-14,Milkand,1414,2018,1.14,0.75,Dairy,South
3660,2024-01-10,Milkand,1218,2318,1.16,0.8,Dairy,East
3661,2024-02-23,Milkand,1720,1440,1.3,0.91,Dairy,North
3662,2024-02-21,Milkand,1380,643,1.22,0.69,Dairy,West
3663,2024-05-27,Milkand,1086,1614,1.34,0.77,Dairy,West
3664,2024-06-08,Milkand,1460,1511,1.27,0.77,Dairy,East
3665,2024-01-14,Milkand,1814,171,1.18,0.74,Dairy,West
3666,2024-06-26,Milkand,1410,1122,1.17,0.72,Dairy,South
3667,2024-12-31,Milkand,1690,631,1.1,0.71,Dairy,West
3668,2024-02-22,Milkand,1915,2386,1.3,0.86,Dairy,West
3669,2024-11-30,Milkand,1524,2858,1.24,0.76,Dairy,North
3670,2024-01-22,Milkand,1446,676,1.32,0.8,Dairy,West
3671,2024-01-30,Milkand,1299,1212,1.27,0.74,Dairy,West
3672,2024-07-09,Milkand,1407,2045,1.26,0.77,Dairy,South
3673,2024-09-16,Milkand,1636,812,1.32,0.78,Dairy,South
3674,2024-07-23,Milkand,1374,1658,1.24,0.74,Dairy,North
3675,2024-02-28,Milkand,1232,741,1.22,0.76,Dairy,East
3676,2024-09-20,Milkand,1762,2737,1.25,0.81,Dairy,East
3677,2024-01-12,Milkand,1898,2337,1.32,0.69,Dairy,West
3678,2024-04-28,Milkand,1637,911,1.17,0.76,Dairy,East
3679,2024-10-16,Milkand,1746,1114,1.32,0.78,Dairy,South
3680,2024-12-03,Milkand,1649,2772,1.26,0.79,Dairy,North
3681,2024-09-04,Milkand,1960,1462,1.22,0.8,Dairy,West
3682,2024-12-19,Milkand,1048,2121,1.26,0.79,Dairy,South
3683,2024-05-06,Milkand,1891,2776,1.34,0.81,Dairy,West
3684,2024-03-15,Milkand,1185,1640,1.34,0.73,Dairy,South
3685,2024-12-26,Milkand,1204,1961,1.28,0.82,Dairy,North
3686,2024-07-22,Milkand,1077,883,1.3,0.76,Dairy,East
3687,2024-02-18,Milkand,1480,770,1.25,0.79,Dairy,West
3688,2024-03-19,Milkand,1385,2869,1.2,0.68,Dairy,North
3689,2024-08-28,Milkand,1193,2673,1.29,0.78,Dairy,North
3690,2024-12-14,Milkand,1102,2684,1.21,0.76,Dairy,West
3691,2024-06-02,Milkand,1616,946,1.17,0.73,Dairy,North
3692,2024-09-30,Milkand,1375,1341,1.22,0.81,Dairy,East
3693,2024-04-05,Milkand,1286,1377,1.12,0.76,Dairy,North
3694,2024-08-01,Milkand,1835,1484,1.15,0.76,Dairy,North
3695,2024-10-20,Milkand,1481,1864,1.41,0.68,Dairy,North
3696,2024-07-27,Milkand,1722,277,1.34,0.72,Dairy,East
3697,2024-12-08,Milkand,1249,375,1.23,0.76,Dairy,West
3698,2024-03-28,Milkand,1804,2459,1.29,0.72,Dairy,North
3699,2024-11-01,Milkand,1200,1765,1.17,0.82,Dairy,North
3700,2024-09-20,Milkand,1535,890,1.3,0.74,Dairy,West
3701,2024-11-20,Milkand,1460,1776,1.27,0.7,Dairy,East
3702,2024-11-15,Milkand,1299,1524,1.19,0.69,Dairy,West
3703,2024-06-05,Milkand,1477,1340,1.22,0.74,Dairy,North
3704,2024-06-04,Milkand,1082,2845,1.22,0.79,Dairy,North
3705,2024-05-18,Milkand,1808,126,1.32,0.7,Dairy,South
3706,2024-04-30,Milkand,1457,2569,1.24,0.7,Dairy,East
3707,2024-03-05,Milkand,1690,2648,1.12,0.72,Dairy,South
3708,2024-04-16,Milkand,1297,2472,1.21,0.75,Dairy,East
3709,2024-05-26,Milkand,1363,1447,1.19,0.7,Dairy,East
3710,2024-05-16,Milkand,1717,1690,1.13,0.76,Dairy,South
3711,2024-06-10,Milkand,1039,1826,1.19,0.83,Dairy,North
3712,2024-04-09,Milkand,1815,384,1.08,0.75,Dairy,East
3713,2024-12-03,Milkand,1624,1212,1.18,0.73,Dairy,North
3714,2024-11-02,Milkand,1339,1168,1.27,0.81,Dairy,South
3715,2024-05-20,Milkand,1515,2645,1.29,0.69,Dairy,North
3716,2024-03-23,Milkand,1997,1011,1.29,0.78,Dairy,East
3717,2024-06-25,Milkand,1107,1914,1.33,0.75,Dairy,East
3718,2024-07-16,Milkand,1315,2292,1.35,0.83,Dairy,East
3719,2024-04-21,Milkand,1113,181,1.17,0.81,Dairy,West
3720,2024-02-25,Milkand,1166,1079,1.14,0.65,Dairy,West
3721,2024-06-27,Milkand,1260,1290,1.25,0.76,Dairy,East
3722,2024-07-04,Milkand,1617,1872,1.29,0.68,Dairy,North
3723,2024-08-05,Milkand,1223,1925,1.18,0.81,Dairy,East
3724,2024-11-11,Milkand,1261,2635,1.27,0.7,Dairy,North
3725,2024-08-04,Milkand,1250,1873,1.4,0.79,Dairy,South
3726,2024-04-29,Milkand,1525,1433,1.14,0.81,Dairy,South
3727,2024-06-23,Milkand,1709,2107,1.25,0.66,Dairy,East
3728,2024-01-23,Milkand,1125,181,1.33,0.82,Dairy,East
3729,2024-07-31,Milkand,1205,193,1.23,0.81,Dairy,East
3730,2024-08-22,Milkand,1139,1444,1.28,0.7,Dairy,South
3731,2024-01-13,Milkand,1061,442,1.32,0.81,Dairy,North
3732,2024-04-10,Milkand,1282,2944,1.23,0.69,Dairy,South
3733,2024-01-24,Milkand,1053,2508,1.17,0.8,Dairy,West
3734,2024-12-29,Milkand,1345,1954,1.24,0.75,Dairy,East
3735,2024-01-11,Milkand,1523,1189,1.16,0.68,Dairy,North
3736,2024-09-29,Milkand,1135,723,1.21,0.82,Dairy,West
3737,2024-10-07,Milkand,1329,967,1.29,0.82,Dairy,South
3738,2024-04-03,Milkand,1143,2576,1.26,0.76,Dairy,East
3739,2024-07-19,Milkand,1435,270,1.33,0.75,Dairy,North
3740,2024-01-21,Milkand,1281,1882,1.27,0.73,Dairy,West
3741,2024-12-05,Milkand,1135,677,1.19,0.78,Dairy,East
3742,2024-07-29,Milkand,1488,167,1.17,0.77,Dairy,South
3743,2024-05-19,Milkand,1812,1615,1.3,0.83,Dairy,East
3744,2024-10-19,Milkand,1732,1157,1.27,0.76,Dairy,South
3745,2024-10-24,Milkand,1851,100,1.23,0.82,Dairy,South
3746,2024-04-10,Milkand,1720,2298,1.28,0.66,Dairy,South
3747,2024-10-30,Milkand,1914,1001,1.19,0.79,Dairy,East
3748,2024-12-24,Milkand,1400,1907,1.05,0.76,Dairy,North
3749,2024-01-28,Milkand,1870,2405,1.33,0.77,Dairy,East
3750,2024-02-10,Milkand,1891,849,1.3,0.84,Dairy,East
3751,2024-12-20,Milkand,1448,2775,1.24,0.81,Dairy,North
3752,2024-10-29,Milkand,1634,894,1.18,0.73,Dairy,East
3753,2024-05-25,Milkand,1627,2166,1.23,0.71,Dairy,South
3754,2024-09-12,Milkand,1668,1919,1.11,0.65,Dairy,East
3755,2024-08-14,Milkand,1269,2182,1.26,0.77,Dairy,West
3756,2024-08-23,Milkand,1016,470,1.1,0.81,Dairy,South
3757,2024-12-26,Milkand,1268,2638,1.26,0.81,Dairy,East
3758,2024-01-13,Milkand,1860,2964,1.19,0.73,Dairy,North
3759,2024-07-28,Milkand,1481,2154,1.24,0.81,Dairy,North
3760,2024-08-16,Milkand,1218,2696,1.16,0.81,Dairy,West
3761,2024-04-09,Milkand,1318,470,1.37,0.8,Dairy,West
